Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Приймак,Ярослав,Олегович,Чоловіча,20.06.1949,Сантехнік,селище Синельникове,"провулок Уманська, буд. 02, Бар, 78446",193 57 87,rilienko@example.com
Прокопович,Єва,Михайлівна,Жіноча,16.05.1995,Математик,село Костопіль,"парк Лазурний 1-й, буд. 0, Херсон, 92062",811-36-03,ihavryliv@example.net
Дейнеко,Вʼячеслав,Васильович,Чоловіча,28.04.1938,Ді-джей,місто Дубляни,"вулиця Сумський, буд. 878, Яворів, 09045",057 200-12-30,olesievdokymenko@example.org
Рудько,Стефан,Олегович,Чоловіча,24.04.1963,Історик,хутір Шахтарськ,"узвіз Свободи, буд. 194, Федорівка, 95153",061 34 49,vasylechkoarsen@example.org
Пушкар,Марія,Андріївна,Жіноча,21.09.1956,Фізик,село Сніжне,"шосе Олексіївська, буд. 3 кв. 42, Мена , 87026",177-56-20,ovovk@example.com
Гайдай,Франц,Андрійович,Чоловіча,28.07.1995,Круп'є,місто Дубляни,"сквер Заньковецької, буд. 880, Ходорів, 68395",+380 37 944-69-15,habramenko@example.org
Нестайко,Веніямин,Сергійович,Чоловіча,30.07.1989,Складальник,селище Глиняни,"шосе Західний 4-й, буд. 2, Христинівка, 36899",+380 40 005-11-61,wshchors@example.net
Овсієнко,Оксенія,Олегівна,Жіноча,09.12.1965,Маркетолог,село Ладижин,"парк Осипова, буд. 719 кв. 5, Дніпро , 25025",084 276-31-84,chubaionysym@example.org
Щербак,Станіслав,Ярославович,Чоловіча,31.07.1945,Слідчий,селище Березне,"площа Довженка, буд. 183, П'ятихатки, 57632",+380 50 487-16-07,mazurvitalii@example.org
Стець,Соломія,Сергіївна,Жіноча,16.09.1968,Антрополог,село Новогродівка,"шосе Нова, буд. 010, Березань , 89734",099 796-12-10,qverhun@example.com
Захаренко,Венедикт,Іванович,Чоловіча,07.02.1943,Випробувач,село Тетіїв,"провулок Локальна, буд. 6, Світлодарськ, 06866",+380 (95) 452-63-23,roksolana47@example.net
Їжак,Омелян,Михайлович,Чоловіча,29.11.1986,Юрист,село Ізмаїл,"парк Східчастий, буд. 2 кв. 31, Кілія, 65696",+380 (90) 341-22-36,chabanruslan@example.net
Ящук,Руслан,Сергійович,Чоловіча,13.04.2008,Мікробіолог,селище Бунге ,"площа Верещагіна, буд. 5 кв. 5, Бахмач, 93074",713-61-53,leontiikyrylenko@example.org
Давимука,Ольга,Михайлівна,Жіноча,17.05.1970,Психолог,село Покров,"площа Аеропортівський 2-й, буд. 8 кв. 8, Приморськ (Україна), 79174",+380 (33) 803-18-72,romanenkomaksym@example.org
Вакарчук,Амвросій,Артемович,Чоловіча,17.12.1992,Реставратор,селище Калуш,"сквер Панченка, буд. 17 кв. 99, Армянськ, 49826",+380 08 628-13-60,labaamaliia@example.org
Приймак,Леонід,Іванович,Чоловіча,13.07.1981,Дизайнер,хутір Вугледар,"провулок Лінія 52-га, буд. 150, Баштанка, 70456",+380 09 835-18-10,ievhen39@example.org
Конопля,Зиновій,Денисович,Чоловіча,02.03.2004,Промисловець,хутір Кременчук,"площа Академіка Гаркавого, буд. 95, Довжанськ, 57349",416 81 10,volodymyra54@example.org
Вернидуб,Роксолана,Василівна,Жіноча,05.04.2002,Епідеміолог,хутір Бориспіль,"шосе Васнецова, буд. 55, Горлівка, 46725",+380 11 478 86 65,abatih@example.org
Гузь,Віра,Андріївна,Жіноча,21.10.1973,Філолог,село Красноград,"проспект Вокзальна, буд. 8 кв. 3, Харків, 06266",+380 66 769-83-41,rfilipenko@example.net
Сагаль,Франц,Михайлович,Чоловіча,21.04.1994,Дерун,місто Ірпінь,"шосе Сонячна, буд. 628 кв. 265, Вараш, 16442",318 92 48,ndanko@example.com
Євтушенко,Станіслав,Петрович,Чоловіча,13.01.1993,Електрик,місто Гірник ,"узвіз Державіна, буд. 7, Сарни, 46200",587 24 40,okhrimbairak@example.com
Короленко,Вʼячеслав,Ярославович,Чоловіча,18.02.1941,Ріелтор,місто Корсунь-Шевченківський,"площа Дюківська, буд. 183, Яремче, 44771",+380 48 270-44-37,trokhymprytula@example.com
Єсипенко,Розалія,Денисівна,Жіноча,29.06.1979,Програміст,місто Тальне,"узвіз Преображенська, буд. 181 кв. 331, Южне, 40874",064 526-87-41,milenaderehus@example.org
Радченко,Пантелеймон,Артемович,Чоловіча,03.02.1943,Хімік,хутір Одеса,"парк Олександра Блока, буд. 26, Білопілля, 26416",012 963 76 78,marianakalchenko@example.com
Євтушок,Лілія,Олегівна,Жіноча,25.11.1964,Гірничий інженер,селище Переяслав,"парк Станційна 3-тя, буд. 66 кв. 3, Джанкой, 40167",628-43-62,ruslan68@example.net
Ющенко,Анжела,Петрівна,Жіноча,02.02.1966,Модель,хутір Ківерці,"вулиця Амбулаторний, буд. 770 кв. 85, Березань , 82726",455-67-26,amvrosii58@example.com
Рябець,Світлана,Михайлівна,Жіноча,18.01.1986,Бібліотекар,селище Ясинувата,"сквер Матроська Слобідка, буд. 464, Сіверськ, 85440",034 789 12 83,vasylynatverdokhlib@example.com
Данькевич,Роксолана,Сергіївна,Жіноча,14.08.1995,Ріелтор,хутір Ромни,"сквер Чапаєва 2-й, буд. 7, Яворів, 45818",055 838-48-40,kshvedchenko@example.net
Лавренко,Богуслава,Ярославівна,Жіноча,17.10.1962,Петрограф,селище Кам'янка-Бузька,"шосе Керченський 2-й, буд. 821, Лисичанськ, 80081",+380 95 100 60 96,kpoltavets@example.net
Бевзенко,Соломон,Ярославович,Чоловіча,07.08.1965,Епідеміолог,хутір Обухів,"парк Багрицького, буд. 843 кв. 7, Лохвиця, 16265",069 790 82 59,olhaandriishyn@example.org
Сіробаба,Руслан,Іванович,Чоловіча,19.04.1957,Астроном,місто Радомишль,"сквер Восьмого Березня Лінія 2-га, буд. 04 кв. 764, Здолбунів, 50612",003 616 27 64,leonidnosachenko@example.net
Байда,Марта,Артемівна,Жіноча,07.06.1990,Електрик,село Берегове,"парк Західний 2-й, буд. 01, Новгород-Сіверський, 36625",+380 (88) 891-76-56,fpushkar@example.org
Засенко,Богуслава,Петрівна,Жіноча,02.08.1968,Графік,хутір Брянка,"набережна Східний 2-й, буд. 3, Корюківка, 04975",093 122 42 28,khrystyna48@example.com
Овчаренко,Тарас,Ярославович,Чоловіча,30.12.1953,Євнух,селище Богодухів,"провулок Гетьманський, буд. 992, Волноваха, 06647",026 550 38 45,qbabiuk@example.com
Бездітко,Христина,Олегівна,Жіноча,31.12.1978,Хімік,село Перемишляни,"сквер Монгольська, буд. 63, Дніпро , 30020",+380 36 128-88-87,boryslavavramchuk@example.com
Павлик,Теодор,Андрійович,Чоловіча,24.07.1959,Мікробіолог,село Івано-Франківськ,"шосе Колекційна, буд. 80, Олександрівськ, 78848",307-85-64,matiashamvrosii@example.net
Онищенко,Нестор,Ярославович,Чоловіча,18.09.1943,Випробувач,село Новоград-Волинський,"проспект Роздольна, буд. 891 кв. 35, Звенигородка, 34784",+380 88 810 58 76,khrystyna80@example.org
Заєць,Галина,Олегівна,Жіноча,24.07.1975,Клоун,місто Снятин,"провулок Аркаса Миколи, буд. 537, Іллінці, 02527",095 849-85-14,symon49@example.com
Андрейко,Богданна,Андріївна,Жіноча,26.10.2002,Програміст,хутір Гола Пристань,"узвіз Єнісейська, буд. 00, Зміїв, 50619",572-83-69,khavriushenko@example.org
Бгиденко,Юхим,Андрійович,Чоловіча,12.12.1974,Дизайнер,село Арциз,"проспект Желябова, буд. 926 кв. 3, Деражня, 62712",050 727 51 79,bohdan94@example.net
Колесниченко,Данна,Іванівна,Жіноча,05.05.1940,Паблік рилейшнз,хутір Ялта,"вулиця Травневий, буд. 87 кв. 19, Нетішин, 93309",+380 80 545 99 65,vasyldrobakha@example.org
